75,5.03,4.56
80,8.01,10.84
85,8.95,10.84
90,8.95,11.47
95,10.05,12.41
100,10.52,13.35
105,11.00,13.35
110,11.47,13.67
115,11.94,14.29
120,12.57,15.08
125,13.35,15.39
130,13.67,15.87
135,13.82,16.34
140,14.45,16.34
145,14.92,16.96
150,15.08,17.12
155,15.55,17.44
160,16.02,17.91
165,16.96,18.38
170,17.28,18.69
175,17.44,18.85
180,17.75,19.01
185,18.06,19.48
190,18.22,19.32
195,18.85,19.79
200,19.01,19.79
205,18.85,19.79
210,19.01,19.95
215,19.48,20.42
220,19.79,20.58
225,20.11,20.58
